medicine_name,manufacturer,composition,packaging,price(Rs.)
Metplus 20,Pfizer India,Clopidogrel 200 mg,5 ml,576.88
Doloforte 10,Zydus Cadila,Losartan 400  mg,15 tablets,577.46
Omexr 20,GSK India,ciprofloxacin 250 mg,30 tablets,202.65
Cetds 1000,Abbott India,ZINC SULPHATE-250mg,5 ml,
Augforte 20,Dabur Pharma,Vitamin d3 500  mg,30 tablets,65.85
Cetsol 500,Alkem Labs,Clonazepam (200mg),1 bottle,447.06
Augtab 1000,Intas Pharma,Montelukast (20 mg),10 tablets,245.06
Metplus 250,Himalaya,Cetirizine 200 mg,1 bottle,337.13
Doloxr 250,GSK India,AMOXICILLIN-5mg,30 tablets,0.0
Augforte 20,Sun Pharma,Calcium Carbonate (1000 mg),10 tablets,
Clavplus 20,Aurobindo Pharma,Cetirizine (20 mg),1 bottle,27.8
Omexr 40,Glenmark,ranitidine 5 mg,6 tablets,100.41
Brusol 1000,Wockhardt,aspirin(400 mg),1 bottle,598.94
Brucin 10,Sanofi India,aspirin 500 mg,10 capsules,42.21
Dolotab 500,Alkem Labs,Doxycycline (200mg),15 tablets,370.36
Amoxod 500,Mankind Pharma,calcium carbonate 20 mg,1 bottle,263.87
Omeplus 20,Wockhardt,levothyroxine(40 mg),1 bottle,578.25
Doloxr 1000,Abbott India,Paracetamol 500 mg,5 ml,339.95
Brusol 40,Mankind Pharma,alprazolam 40mg,6 tablets,286.76
Bruod 250,Sanofi India,atorvastatin(20mg),1 bottle,60.37
Cetforte 500,Torrent Pharma,Domperidone (40mg),6 tablets,484.62
Dolood 1000,Zydus Cadila,fluoxetine(400 mg),5 ml,241.43
Metcap 1000,Hetero Drugs,Losartan 200 mg,6 tablets,414.37
Azeeforte 250,Lupin,atorvastatin(10mg),5 ml,134.59
Azeeds 250,Cipla,IBUPROFEN-250mg,15 tablets,416.49
Amoxsr 250,Lupin,fexofenadine 5 mg,10 capsules,162.02
Metforte 1000,Abbott India,atorvastatin(200mg),15 tablets,585.07
Pansol 250,Alkem Labs,diclofenac(40mg),1 bottle,308.83
Clavcin 10,Cipla,Glimepiride 20  mg,6 tablets,399.55
Clavforte 250,Aurobindo Pharma,Gabapentin 400 mg,15 tablets,294.04
Cetcin 1000,Lupin,ATORVASTATIN-10mg,1 bottle,331.0
Clavsol 250,Sanofi India,Metformin (100mg),1 bottle,141.9
Brusr 1000,Torrent Pharma,Montelukast 250  mg,10 capsules,72.64
Amoxod 250,Sun Pharma,levothyroxine(400mg),1 bottle,579.43
Omeod 10,Zydus Cadila,paracetamol 400mg,30 tablets,412.14
Bruds 500,Lupin,esomeprazole(400 mg),15 tablets,
Omeod 500,Glenmark,Telmisartan (40mg),15 tablets,385.47
Cettab 10,Sun Pharma,Clopidogrel 40 mg,15 tablets,
Pancap 20,Torrent Pharma,alprazolam 20 mg,10 capsules,145.29
Clavtab 250,Alkem Labs,ciprofloxacin 5 mg,6 tablets,249.69
Amoxxr 20,Intas Pharma,Levothyroxine 1000 mg,30 tablets,136.86
Omecap 20,Intas Pharma,Ibuprofen (40mg),10 tablets,152.77
Pansol 1000,Himalaya,Alprazolam 200  mg,10 capsules,486.35
Pansol 250,GSK India,Fluoxetine (40 mg),6 tablets,212.48
Brucin 1000,Zydus Cadila,Methylcobalamin (100mg),30 tablets,63.19
Metsr 10,Glenmark,ciprofloxacin(400 mg),15 tablets,338.7
Pancin 10,Wockhardt,Ondansetron 20  mg,5 ml,173.65
Augsol 250,Dr Reddy,VITAMIN D3-20mg,6 tablets,142.77
Dolotab 250,GSK India,levocetirizine 20 mg,30 tablets,186.9
Mettab 20,Pfizer India,amoxicillin 200 mg,6 tablets,
Augod 20,GSK India,CLOPIDOGREL-100mg,10 tablets,535.47
Omecin 10,Lupin,Montelukast 40  mg,10 tablets,572.39
Dolosr 500,Hetero Drugs,diclofenac 500 mg,1 bottle,310.95
Doloplus 40,Intas Pharma,RABEPRAZOLE-200mg,10 capsules,
Doloxr 250,Sanofi India,Alprazolam 200 mg,5 ml,506.97
Azeecap 10,Dr Reddy,Calcium carbonate 40 mg,15 tablets,470.82
Dolosr 250,Pfizer India,Diclofenac 20  mg,10 capsules,456.07
Augod 500,Abbott India,Levocetirizine 20 mg,1 bottle,528.57
Metforte 250,Pfizer India,Atorvastatin (1000mg),5 ml,84.97
Metcap 500,Mankind Pharma,amoxicillin(10 mg),30 tablets,122.01
Amoxplus 10,Himalaya,metoprolol(5mg),15 tablets,21.35
Metcin 10,Torrent Pharma,ibuprofen(1000 mg),6 tablets,370.29
Cetod 1000,Glenmark,Diclofenac 400  mg,5 ml,61.48
Azeeds 1000,Torrent Pharma,Metformin 500 mg,30 tablets,178.06
Azeecin 1000,Himalaya,Aspirin (10mg),6 tablets,106.7
Augxr 1000,Glenmark,Metoprolol (5 mg),15 tablets,582.61
Augds 10,Novartis India,Sertraline 400  mg,10 capsules,24.23
Omesr 250,Lupin,VITAMIN D3-20mg,15 tablets,541.96
Clavod 40,Wockhardt,Levothyroxine 400  mg,15 tablets,85.98
Omeplus 500,GSK India,sertraline(40mg),15 tablets,484.89
Clavxr 1000,GSK India,Ranitidine (200 mg),6 tablets,185.85
Augcin 250,Sanofi India,ranitidine(400 mg),10 tablets,199.92
Pancap 40,Dr Reddy,fluoxetine 100mg,15 tablets,102.25
Amoxtab 10,Intas Pharma,omeprazole 40 mg,30 tablets,171.05
Cetsr 1000,Aurobindo Pharma,atorvastatin 500mg,1 bottle,0.0
Clavsr 1000,Aurobindo Pharma,CETIRIZINE-500mg,6 tablets,171.26
Doloplus 40,Novartis India,Ondansetron 500 mg,5 ml,329.37
Cetsol 40,Sanofi India,paracetamol 200 mg,1 bottle,336.79
Amoxforte 10,Dr Reddy,Paracetamol (10 mg),5 ml,586.87
Azeetab 20,Novartis India,fluoxetine 1000mg,30 tablets,0.0
Augod 10,Himalaya,Esomeprazole (500mg),1 bottle,0.0
Pantab 20,Himalaya,Amlodipine (500 mg),15 tablets,99.6
Panplus 20,Himalaya,ASPIRIN-400mg,1 bottle,391.29
Dolods 40,Himalaya,CLOPIDOGREL-5mg,10 tablets,545.86
Augtab 1000,Dabur Pharma,ATORVASTATIN-10mg,6 tablets,364.11
Omeplus 500,Intas Pharma,Tramadol 250  mg,6 tablets,185.02
Dolood 250,Aurobindo Pharma,VITAMIN D3-10mg,15 tablets,314.14
Augsol 40,GSK India,ranitidine(100mg),6 tablets,265.07
Doloplus 20,Intas Pharma,LOSARTAN-100mg,15 tablets,538.87
Bruplus 500,Lupin,Rabeprazole 500  mg,30 tablets,537.44
Azeecin 40,Abbott India,Pantoprazole (200 mg),30 tablets,183.72
Amoxcin 20,Cipla,Levocetirizine (500mg),10 capsules,46.96
Bruxr 40,Intas Pharma,SERTRALINE-10mg,15 tablets,469.29
Metxr 20,Zydus Cadila,esomeprazole(200mg),10 tablets,144.71
Augsol 250,Glenmark,Telmisartan (500mg),15 tablets,566.98
Augforte 10,Dr Reddy,ranitidine 1000 mg,30 tablets,346.37
Metsol 1000,Zydus Cadila,atorvastatin 5 mg,10 capsules,369.61
Metforte 20,Himalaya,MONTELUKAST-40mg,10 capsules,255.02
Clavcin 500,Abbott India,sertraline 1000mg,5 ml,106.37
Pancin 40,Aurobindo Pharma,MONTELUKAST-20mg,30 tablets,
Augxr 250,Intas Pharma,Amoxicillin 500 mg,5 ml,519.88
Doloforte 1000,Abbott India,Diclofenac 5  mg,5 ml,0.0
Clavsr 20,Lupin,GLIMEPIRIDE-40mg,1 bottle,93.02
Metod 500,Torrent Pharma,fexofenadine 20 mg,10 capsules,189.02
Metod 500,Glenmark,vitamin d3 250mg,5 ml,476.38
Metsol 20,Glenmark,SERTRALINE-400mg,1 bottle,
Metcin 500,Glenmark,sertraline 400mg,15 tablets,591.57
Panod 20,GSK India,ranitidine 20mg,30 tablets,229.59
Dolotab 10,Hetero Drugs,METFORMIN-400mg,10 tablets,36.53
Doloforte 20,Dr Reddy,Cetirizine 250 mg,30 tablets,0.0
Cetplus 1000,Torrent Pharma,Vitamin D3 (200mg),15 tablets,240.82
Dolosol 20,Dr Reddy,pantoprazole 500 mg,15 tablets,0.0
Metforte 250,Himalaya,Fluoxetine (5 mg),10 tablets,214.78
Augtab 1000,Dabur Pharma,Montelukast (200mg),6 tablets,417.67
Metcap 20,Wockhardt,Fluoxetine 10 mg,5 ml,382.03
Brucap 250,Lupin,Aspirin 250 mg,6 tablets,405.44
Pansr 10,Zydus Cadila,fexofenadine 400mg,10 tablets,564.21
Bruds 1000,Novartis India,metformin(250 mg),6 tablets,403.25
Brucin 20,Alkem Labs,ATORVASTATIN-100mg,6 tablets,
Omecin 40,Wockhardt,amoxicillin 1000mg,6 tablets,136.2
Clavsol 250,Lupin,clonazepam(5 mg),10 capsules,174.38
Omexr 20,Novartis India,AZITHROMYCIN-1000mg,10 capsules,288.09
Dolocin 40,Dabur Pharma,Clonazepam 500  mg,10 tablets,358.0
Cetds 250,Aurobindo Pharma,PREGABALIN-400mg,1 bottle,15.12
Amoxsr 500,Lupin,pantoprazole(250mg),6 tablets,382.31
Pands 500,Sanofi India,Glimepiride 250 mg,15 tablets,37.43
Amoxforte 1000,Hetero Drugs,clonazepam(200 mg),10 tablets,367.68
Clavcin 10,GSK India,Omeprazole 200 mg,30 tablets,232.32
Augtab 250,Glenmark,esomeprazole(1000mg),5 ml,259.59
Mettab 20,Alkem Labs,Calcium carbonate 500  mg,30 tablets,36.9
Dolods 1000,Cipla,Vitamin D3 (20mg),15 tablets,261.69
Mettab 10,Abbott India,Sertraline 40  mg,10 tablets,301.12
Azeesr 40,Hetero Drugs,Pantoprazole (10 mg),30 tablets,98.99
Dolocin 40,Intas Pharma,metformin 20mg,30 tablets,42.22
Azeesol 20,Himalaya,Amoxicillin (5 mg),10 capsules,509.21
Brutab 10,Zydus Cadila,Clonazepam 5  mg,30 tablets,135.02
Pancin 250,Abbott India,glimepiride(400mg),5 ml,351.52
Augplus 250,Abbott India,zinc sulphate(100mg),10 tablets,267.11
Brucap 20,Wockhardt,levocetirizine 250 mg,5 ml,374.56
Cetsr 1000,Zydus Cadila,CLONAZEPAM-1000mg,30 tablets,0.0
Metplus 250,Cipla,PANTOPRAZOLE-20mg,15 tablets,228.39
Dolods 20,Dr Reddy,cetirizine 40mg,6 tablets,444.05
Omexr 10,Sun Pharma,clonazepam(40mg),30 tablets,263.36
Azeeds 1000,Zydus Cadila,ranitidine(5mg),1 bottle,464.62
Omeforte 500,Alkem Labs,Vitamin d3 400  mg,1 bottle,288.39
Cetcap 1000,Zydus Cadila,glimepiride 100mg,10 tablets,418.9
Augsol 10,Abbott India,Ondansetron (5mg),5 ml,53.47
Cetxr 40,Cipla,atorvastatin(10mg),6 tablets,233.34
Clavxr 250,Abbott India,losartan(10mg),6 tablets,0.0
Ometab 20,Himalaya,tramadol(1000mg),5 ml,484.11
Azeeds 40,GSK India,rabeprazole 20mg,1 bottle,468.02
Mettab 20,Torrent Pharma,Ciprofloxacin (200mg),10 tablets,69.36
Omesol 500,Sun Pharma,pregabalin 10mg,30 tablets,194.4
Azeeforte 10,Pfizer India,paracetamol 100mg,10 tablets,8.81
Azeesr 20,Intas Pharma,Rabeprazole (20 mg),6 tablets,0.0
Dolosr 500,Aurobindo Pharma,cetirizine 200mg,30 tablets,568.25
Amoxcin 500,Pfizer India,Sertraline (200mg),6 tablets,135.16
Panod 500,Sanofi India,losartan(200 mg),1 bottle,154.18
Bruplus 250,Mankind Pharma,Zinc Sulphate (100mg),5 ml,10.55
Azeecin 1000,Abbott India,fexofenadine 20 mg,10 tablets,297.43
Bruforte 1000,Novartis India,Amoxicillin (1000mg),10 capsules,248.95
Panplus 10,Intas Pharma,Ondansetron 500 mg,10 tablets,180.03
Azeeod 1000,Himalaya,Montelukast 400  mg,5 ml,309.19
Augsr 250,Sun Pharma,Aspirin (1000 mg),10 tablets,454.07
Clavsol 500,Himalaya,ciprofloxacin 40 mg,30 tablets,491.0
Clavxr 250,Pfizer India,Cetirizine (10mg),10 tablets,
Doloforte 20,Intas Pharma,omeprazole 200mg,10 tablets,258.34
Doloforte 500,Wockhardt,clonazepam(100mg),6 tablets,143.46
Pancin 1000,Hetero Drugs,IBUPROFEN-5mg,15 tablets,373.38
Brutab 40,Alkem Labs,rabeprazole 1000 mg,6 tablets,371.15
Amoxxr 40,Himalaya,CETIRIZINE-20mg,5 ml,548.52
Azeexr 1000,Hetero Drugs,metoprolol(5mg),5 ml,582.09
Omeplus 40,Pfizer India,sertraline(1000 mg),6 tablets,54.32
Brusr 250,GSK India,Methylcobalamin (5mg),10 capsules,262.81
Clavcap 250,Glenmark,CETIRIZINE-40mg,1 bottle,529.46
Metforte 1000,Novartis India,ibuprofen(1000 mg),10 capsules,240.74
Doloforte 10,Lupin,Gabapentin (20 mg),30 tablets,10.9
Omeds 10,GSK India,ASPIRIN-200mg,6 tablets,243.34
Panforte 250,Dabur Pharma,ESOMEPRAZOLE-250mg,5 ml,375.71
Pantab 1000,Lupin,Paracetamol (500mg),6 tablets,259.09
Amoxod 40,Torrent Pharma,tramadol(5mg),5 ml,312.45
Cetsol 20,Novartis India,Ciprofloxacin (250mg),10 capsules,513.39
Cetsol 40,Aurobindo Pharma,methylcobalamin(500mg),1 bottle,559.84
Augsol 40,GSK India,Losartan (5 mg),6 tablets,595.18
Cettab 20,Dabur Pharma,Levothyroxine (10 mg),15 tablets,
Amoxtab 10,Aurobindo Pharma,doxycycline(1000mg),5 ml,235.57
Amoxtab 40,Alkem Labs,CIPROFLOXACIN-250mg,1 bottle,379.65
Brusr 10,Himalaya,domperidone(250 mg),10 tablets,170.16
Cetforte 500,Abbott India,methylcobalamin(1000mg),6 tablets,474.73
Clavsol 10,Mankind Pharma,Ondansetron (20 mg),1 bottle,353.24
Clavxr 1000,Glenmark,LEVOTHYROXINE-40mg,15 tablets,160.82
Ometab 250,Wockhardt,aspirin(10 mg),10 capsules,190.99
Azeecin 1000,Dabur Pharma,Fexofenadine (200mg),6 tablets,340.66
Brucap 10,Cipla,levothyroxine(500 mg),5 ml,322.14
Amoxxr 500,Zydus Cadila,Rosuvastatin (200 mg),10 tablets,285.03
Metforte 20,Alkem Labs,Ondansetron (1000 mg),15 tablets,
Clavsr 10,Dabur Pharma,zinc sulphate 250 mg,10 capsules,463.58
Clavforte 1000,Hetero Drugs,methylcobalamin(5mg),1 bottle,47.93
Omesr 40,Dr Reddy,losartan 20 mg,10 tablets,136.21
Doloxr 40,Wockhardt,paracetamol(5mg),15 tablets,282.11
Metcin 250,Mankind Pharma,esomeprazole 400 mg,15 tablets,329.48
Amoxds 500,Himalaya,AMOXICILLIN-5mg,15 tablets,310.68
Azeeds 500,GSK India,Pantoprazole (10mg),6 tablets,57.27
Cetcap 250,Novartis India,fexofenadine 500 mg,30 tablets,0.0
Cetds 10,Novartis India,Zinc Sulphate (20 mg),30 tablets,158.0
Metxr 1000,Wockhardt,pantoprazole(40 mg),5 ml,47.2
Dolotab 250,Sun Pharma,Rosuvastatin (250 mg),10 tablets,311.85
Metcin 250,Wockhardt,LOSARTAN-20mg,15 tablets,0.0
Pancap 40,Abbott India,DICLOFENAC-20mg,30 tablets,395.28
Augforte 500,Torrent Pharma,DOMPERIDONE-200mg,15 tablets,347.99
Bruxr 500,Dabur Pharma,Metoprolol (400 mg),10 tablets,81.39
Amoxcin 500,GSK India,zinc sulphate(1000 mg),6 tablets,0.0
Brutab 10,Dr Reddy,esomeprazole 200mg,10 tablets,
Pantab 1000,Glenmark,gabapentin 100mg,10 capsules,439.49
Panod 500,Mankind Pharma,Metoprolol 200  mg,10 capsules,
Brutab 40,Himalaya,ibuprofen(10 mg),6 tablets,433.55
Metcap 500,Mankind Pharma,pantoprazole 250 mg,6 tablets,399.11
Augplus 500,Alkem Labs,levothyroxine(5 mg),1 bottle,215.11
Metod 1000,Mankind Pharma,Montelukast 40  mg,30 tablets,35.66
Brucap 10,Glenmark,clopidogrel 40mg,10 capsules,271.63
Amoxds 20,Dr Reddy,ONDANSETRON-500mg,1 bottle,19.06
Clavsr 250,Sun Pharma,rosuvastatin(400 mg),6 tablets,503.37
Doloforte 40,Dabur Pharma,MONTELUKAST-20mg,15 tablets,462.76
Brusr 1000,Hetero Drugs,ranitidine 500mg,10 capsules,271.39
Azeesol 250,Pfizer India,OMEPRAZOLE-10mg,10 capsules,427.52
Ometab 10,Glenmark,metoprolol 20 mg,5 ml,8.33
Omeforte 40,Pfizer India,rosuvastatin(5 mg),10 tablets,557.59
Brucin 250,Sanofi India,Doxycycline 5 mg,10 capsules,549.92
Clavod 40,Himalaya,atorvastatin(20mg),10 capsules,142.55
Metod 20,Lupin,Telmisartan (1000 mg),6 tablets,455.02
Doloxr 250,Lupin,Calcium carbonate 20 mg,6 tablets,548.12
Dolocap 20,Sanofi India,clonazepam(40 mg),6 tablets,224.37
Omeds 1000,Sanofi India,Zinc sulphate 5  mg,6 tablets,467.36
Pansr 500,Sun Pharma,aspirin(500mg),6 tablets,301.89
Amoxplus 1000,Glenmark,zinc sulphate 100mg,1 bottle,73.31
Doloplus 40,Zydus Cadila,Vitamin d3 40 mg,1 bottle,145.5
Amoxsol 1000,Sun Pharma,Methylcobalamin 10 mg,5 ml,351.21
Pansr 20,Himalaya,zinc sulphate 5 mg,6 tablets,424.79
Metsr 1000,Sanofi India,Alprazolam 250  mg,5 ml,254.65
Metplus 40,Intas Pharma,rabeprazole(40 mg),5 ml,31.05
Brutab 40,Pfizer India,Metformin (20 mg),1 bottle,385.0
Bruod 500,Novartis India,paracetamol(40 mg),15 tablets,95.98
Bruod 20,Abbott India,Levothyroxine (100mg),15 tablets,365.58
Cetxr 1000,Dr Reddy,AMOXICILLIN-40mg,5 ml,123.78
Cetplus 20,Dabur Pharma,clopidogrel 10mg,1 bottle,416.46
Amoxxr 20,GSK India,Aspirin 200 mg,10 tablets,0.0
Augcin 500,Hetero Drugs,aspirin 500 mg,30 tablets,29.75
Dolood 1000,Intas Pharma,Atorvastatin 5 mg,30 tablets,481.2
Clavtab 40,Himalaya,pantoprazole(10mg),15 tablets,95.31
Brutab 500,Sun Pharma,paracetamol 10 mg,1 bottle,107.97
Amoxxr 20,Aurobindo Pharma,aspirin 250mg,30 tablets,
Dolood 1000,Glenmark,losartan 500 mg,5 ml,38.22
Augds 20,GSK India,Clopidogrel (10 mg),1 bottle,482.79
Metod 40,Wockhardt,Ciprofloxacin 20 mg,5 ml,363.56
Metxr 20,Mankind Pharma,amoxicillin(250mg),6 tablets,231.2
Cetcap 250,Sun Pharma,metoprolol(10 mg),15 tablets,342.03
Clavcin 10,Pfizer India,Ibuprofen (1000 mg),5 ml,
Pansol 20,Mankind Pharma,Atorvastatin (250 mg),10 tablets,510.22
Omexr 500,GSK India,tramadol(10 mg),15 tablets,439.04
Clavcap 20,Dr Reddy,aspirin(400mg),6 tablets,552.56
Augtab 500,Abbott India,azithromycin 250mg,10 tablets,110.62
Augsr 40,Sanofi India,PREGABALIN-20mg,15 tablets,173.6
Azeeds 10,GSK India,glimepiride 400 mg,6 tablets,475.26
Azeecin 250,Zydus Cadila,METFORMIN-1000mg,15 tablets,588.66
Bruforte 20,Torrent Pharma,pregabalin 500mg,1 bottle,351.12
Panxr 1000,Himalaya,Fluoxetine (10 mg),1 bottle,268.46
Augds 10,Pfizer India,clopidogrel 40mg,15 tablets,419.37
Clavplus 10,Pfizer India,Gabapentin (200mg),10 tablets,196.3
Azeeds 20,Zydus Cadila,Metformin (10 mg),10 capsules,276.63
Clavcap 20,Cipla,metoprolol(1000 mg),5 ml,479.62
Pancin 1000,Lupin,atorvastatin 1000 mg,1 bottle,123.96
Bruds 20,Aurobindo Pharma,fexofenadine 500mg,6 tablets,14.26
Clavforte 40,GSK India,ondansetron 1000 mg,5 ml,45.95
Dolosol 1000,Zydus Cadila,azithromycin 40mg,10 capsules,405.97
Clavds 40,Dabur Pharma,ibuprofen(1000mg),10 tablets,0.0
Azeexr 10,GSK India,Diclofenac (250mg),10 tablets,524.36
Amoxcin 1000,Cipla,Sertraline (20 mg),1 bottle,141.84
Cetplus 10,Aurobindo Pharma,esomeprazole(20 mg),1 bottle,0.0
Pansr 250,Himalaya,Atorvastatin (1000mg),10 tablets,490.62
Cetforte 40,Hetero Drugs,Ibuprofen (40mg),10 tablets,179.12
Cetod 10,Dr Reddy,Ciprofloxacin (40mg),10 tablets,223.77
Clavxr 1000,Abbott India,telmisartan 20 mg,5 ml,360.24
Bruod 40,Hetero Drugs,MONTELUKAST-200mg,15 tablets,160.69
Metsr 1000,Lupin,omeprazole 1000 mg,30 tablets,31.29
Clavsol 10,Abbott India,ESOMEPRAZOLE-1000mg,1 bottle,475.33
Brucin 20,Novartis India,Methylcobalamin 20  mg,10 tablets,197.58
Dolods 1000,Cipla,tramadol(100mg),5 ml,372.3
Azeecin 500,Dabur Pharma,telmisartan(200mg),10 tablets,573.95
Amoxplus 1000,Hetero Drugs,Pantoprazole (100mg),1 bottle,23.87
Metforte 500,Hetero Drugs,doxycycline 40mg,5 ml,584.62
Omeds 1000,Sanofi India,Azithromycin (1000mg),30 tablets,250.93
Cettab 500,Abbott India,pregabalin(250 mg),5 ml,219.32
Amoxds 250,Alkem Labs,Doxycycline 500 mg,6 tablets,0.0
Dolood 10,Torrent Pharma,Metoprolol 20 mg,15 tablets,400.32
Clavds 10,Mankind Pharma,clopidogrel(100mg),5 ml,553.46
Amoxod 40,Intas Pharma,Zinc Sulphate (20mg),1 bottle,327.58
Omesr 40,Abbott India,glimepiride(40mg),1 bottle,332.2
Augcap 10,Wockhardt,ranitidine 1000mg,10 tablets,0.0
Cetxr 10,Dabur Pharma,TELMISARTAN-500mg,5 ml,519.65
Azeeds 10,Pfizer India,alprazolam(5 mg),10 capsules,564.9
Metplus 250,Intas Pharma,Alprazolam 200 mg,10 tablets,76.4
Dolood 10,Sun Pharma,Vitamin d3 5 mg,6 tablets,115.74
Metds 20,Torrent Pharma,ATORVASTATIN-200mg,1 bottle,24.11
Metxr 40,GSK India,clonazepam 100mg,10 capsules,474.69
Brucap 40,Novartis India,Atorvastatin 500  mg,5 ml,86.33
Clavplus 20,Wockhardt,Metformin (20 mg),30 tablets,25.91
Amoxsol 500,Zydus Cadila,RABEPRAZOLE-500mg,1 bottle,39.29
Cetplus 1000,Novartis India,Ranitidine (40 mg),1 bottle,278.29
Azeecin 10,Dr Reddy,ATORVASTATIN-10mg,15 tablets,330.36
Doloplus 1000,Wockhardt,Gabapentin 500 mg,10 tablets,376.57
Amoxtab 20,Wockhardt,rabeprazole 400mg,30 tablets,558.61
Cetds 40,Zydus Cadila,clonazepam 40mg,10 tablets,327.85
Clavds 1000,Himalaya,Levothyroxine 200 mg,6 tablets,111.96
Cetcin 500,Cipla,Gabapentin 100 mg,30 tablets,54.91
Cetsol 40,Pfizer India,zinc sulphate(400 mg),10 tablets,0.0
Cetsr 40,Wockhardt,fexofenadine(1000 mg),30 tablets,292.47
Azeesr 40,GSK India,GABAPENTIN-250mg,15 tablets,0.0
Augds 500,Sanofi India,Aspirin (20mg),1 bottle,500.05
Metplus 40,Novartis India,PARACETAMOL-10mg,15 tablets,382.91
Cetsol 40,Glenmark,ESOMEPRAZOLE-40mg,1 bottle,84.41
Metforte 20,Torrent Pharma,Fluoxetine (500mg),30 tablets,219.02
Azeeforte 10,Zydus Cadila,AMLODIPINE-20mg,15 tablets,0.0
Doloforte 1000,Zydus Cadila,Pantoprazole (200mg),30 tablets,545.68
Panplus 250,Pfizer India,Ciprofloxacin 200  mg,6 tablets,69.57
Amoxxr 40,Wockhardt,atorvastatin(500 mg),6 tablets,280.46
Amoxds 40,Sun Pharma,clopidogrel(1000 mg),30 tablets,557.04
Cetod 250,Mankind Pharma,FLUOXETINE-400mg,6 tablets,579.19
Augcin 250,Pfizer India,clopidogrel(500 mg),6 tablets,398.27
Clavplus 500,Himalaya,zinc sulphate 200mg,5 ml,0.0
Metcin 250,Dabur Pharma,levocetirizine(250mg),30 tablets,84.23
Omesol 40,Sun Pharma,aspirin(200 mg),6 tablets,567.63
Doloxr 20,Abbott India,rabeprazole(20mg),15 tablets,377.74
Dolosol 500,Sun Pharma,atorvastatin(500mg),10 tablets,278.56
Augsr 500,Zydus Cadila,Ondansetron (20 mg),6 tablets,310.8
Clavforte 10,Wockhardt,rabeprazole(500 mg),6 tablets,420.53
Clavod 1000,Himalaya,rosuvastatin 40 mg,30 tablets,0.0
Clavtab 10,Aurobindo Pharma,CLOPIDOGREL-250mg,15 tablets,75.92
Dolocap 40,Abbott India,glimepiride(1000mg),10 capsules,193.26
Azeeds 500,Pfizer India,Esomeprazole (20mg),6 tablets,466.71
Amoxforte 10,Mankind Pharma,cetirizine(1000mg),10 tablets,182.87
Bruod 1000,GSK India,DOXYCYCLINE-500mg,6 tablets,0.0
Dolosol 500,Cipla,pregabalin 20mg,15 tablets,436.31
Metxr 500,Mankind Pharma,Glimepiride (100mg),10 capsules,179.42
Omeds 250,Mankind Pharma,Methylcobalamin (200mg),5 ml,222.12
Pancin 1000,Himalaya,sertraline 200 mg,10 capsules,555.64
Amoxxr 250,Zydus Cadila,OMEPRAZOLE-20mg,30 tablets,59.12
Azeeforte 10,Abbott India,azithromycin 5mg,30 tablets,48.65
Azeexr 250,Pfizer India,ZINC SULPHATE-10mg,1 bottle,117.9
Cetod 250,Sun Pharma,AZITHROMYCIN-10mg,5 ml,530.65
Amoxds 250,Intas Pharma,Ciprofloxacin (500mg),10 capsules,104.35
Bruxr 1000,Dr Reddy,pregabalin(400 mg),10 capsules,487.27
Azeecap 250,Himalaya,methylcobalamin(10mg),10 tablets,405.06
Metxr 40,Pfizer India,Pregabalin (5mg),15 tablets,0.0
Metds 20,Dr Reddy,Montelukast 1000 mg,10 tablets,62.61
Pantab 500,Glenmark,Sertraline (100mg),5 ml,
Brucin 10,Himalaya,aspirin 200mg,30 tablets,53.35
Dolocap 1000,GSK India,Ondansetron (500 mg),1 bottle,426.83
Pansol 40,Lupin,ATORVASTATIN-1000mg,1 bottle,302.5
Pansol 20,Pfizer India,omeprazole 500mg,5 ml,370.33
Dolood 20,Sun Pharma,Fexofenadine 1000  mg,10 tablets,174.31
Cetsol 500,Abbott India,ondansetron(1000 mg),5 ml,0.0
Pancin 20,Sanofi India,fluoxetine 10mg,5 ml,301.32
Cetsol 1000,Alkem Labs,Metformin 400  mg,15 tablets,0.0
Amoxds 40,GSK India,ondansetron(250 mg),30 tablets,319.47
Panod 10,Glenmark,Pantoprazole 400 mg,10 capsules,118.41
Amoxforte 1000,Novartis India,gabapentin 20mg,30 tablets,599.37
Amoxds 500,Sun Pharma,Azithromycin 200  mg,15 tablets,468.75
Bruod 40,GSK India,pregabalin(5mg),15 tablets,121.97
Augforte 20,Wockhardt,AMOXICILLIN-200mg,30 tablets,192.23
Brusol 10,Torrent Pharma,Clonazepam 10  mg,10 tablets,461.9
Clavsr 10,Hetero Drugs,cetirizine 20 mg,15 tablets,244.58
Amoxplus 250,Lupin,montelukast(250mg),10 tablets,226.96
Bruds 10,Dr Reddy,Montelukast 5 mg,10 tablets,78.01
Clavcap 10,Dr Reddy,Domperidone (1000 mg),10 capsules,0.0
Doloplus 500,Torrent Pharma,clopidogrel 250 mg,1 bottle,446.98
Omeplus 250,GSK India,ALPRAZOLAM-200mg,1 bottle,125.46
Bruxr 250,Himalaya,levothyroxine 200mg,30 tablets,13.25
Cetsol 20,Zydus Cadila,OMEPRAZOLE-10mg,1 bottle,230.83
Azeesol 20,Alkem Labs,Amlodipine 10 mg,1 bottle,225.65
Clavsol 1000,Sun Pharma,Vitamin d3 250  mg,5 ml,25.39
Omesol 10,Novartis India,Levocetirizine (500 mg),10 tablets,483.69
