medicine_name,manufacturer,composition,packaging,price,cleaned_composition,manufacturer_enc
Bruplus 40,Zydus Cadila,levocetirizine 200mg,10 tablets,56.56,levocetirizine 200mg,19
Omexr 20,Torrent Pharma,CLONAZEPAM-20mg,15 tablets,91.71,clonazepam 20mg,17
Brucap 40,Hetero Drugs,Metoprolol 1000 mg,6 tablets,471.04,metoprolol 1000mg,8
Amoxsr 20,Sanofi India,Rabeprazole (20mg),15 tablets,481.38,rabeprazole 20mg,15
Dolosr 500,Abbott India,paracetamol(500 mg),15 tablets,457.96,paracetamol 500mg,0
Augplus 20,Sun Pharma,DOMPERIDONE-40mg,10 tablets,209.04,domperidone 40mg,16
Clavforte 250,Lupin,Domperidone 400  mg,15 tablets,182.78,domperidone 400mg,11
Cetds 10,Sun Pharma,amoxicillin(250 mg),6 tablets,17.43,amoxicillin 250mg,16
Bruforte 1000,Torrent Pharma,IBUPROFEN-40mg,10 tablets,532.75,ibuprofen 40mg,17
Amoxtab 40,Himalaya,Ondansetron (250 mg),10 tablets,305.58,ondansetron 250mg,9
Omexr 1000,Alkem Labs,fexofenadine 1000 mg,10 tablets,379.19,fexofenadine 1000mg,1
Azeeds 10,GSK India,ciprofloxacin(5 mg),10 capsules,438.98,ciprofloxacin 5mg,6
Panxr 40,Alkem Labs,Zinc Sulphate (400mg),1 bottle,83.76,zinc sulphate 400mg,1
Brucin 1000,Alkem Labs,Ibuprofen (1000mg),10 capsules,293.34,ibuprofen 1000mg,1
Metds 250,Dabur Pharma,diclofenac(1000mg),10 tablets,130.73,diclofenac 1000mg,4
Metds 500,Glenmark,losartan(5 mg),6 tablets,570.84,losartan 5mg,7
Clavcin 1000,Pfizer India,vitamin d3 10mg,5 ml,146.15,vitamin d3 10mg,14
Metcin 20,Wockhardt,Vitamin D3 (500 mg),1 bottle,204.18,vitamin d3 500mg,18
Azeeds 10,Novartis India,Ondansetron (40 mg),30 tablets,490.3,ondansetron 40mg,13
Dolods 40,Himalaya,CLOPIDOGREL-1000mg,15 tablets,117.86,clopidogrel 1000mg,9
Amoxxr 10,Wockhardt,alprazolam 5 mg,10 capsules,544.74,alprazolam 5mg,18
Azeesol 10,Glenmark,zinc sulphate 1000 mg,5 ml,584.35,zinc sulphate 1000mg,7
Metforte 40,Zydus Cadila,methylcobalamin 40 mg,10 tablets,126.79,methylcobalamin 40mg,19
Clavsr 1000,Mankind Pharma,rosuvastatin(250 mg),10 capsules,326.17,rosuvastatin 250mg,12
Cetxr 10,Aurobindo Pharma,atorvastatin(100mg),6 tablets,199.35,atorvastatin 100mg,2
Metplus 20,Torrent Pharma,Azithromycin 40  mg,30 tablets,248.51,azithromycin 40mg,17
Brusr 20,Lupin,rosuvastatin 10 mg,10 capsules,362.52,rosuvastatin 10mg,11
Azeecap 250,Hetero Drugs,METFORMIN-200mg,6 tablets,502.36,metformin 200mg,8
Cetcap 1000,Himalaya,amoxicillin 1000mg,1 bottle,93.59,amoxicillin 1000mg,9
Bruxr 20,Mankind Pharma,doxycycline(100mg),1 bottle,36.9,doxycycline 100mg,12
Azeexr 10,Abbott India,Clopidogrel 400 mg,30 tablets,592.16,clopidogrel 400mg,0
Dolosol 20,Wockhardt,levothyroxine 200mg,10 tablets,99.31,levothyroxine 200mg,18
Cetsr 500,Aurobindo Pharma,fexofenadine 40 mg,6 tablets,36.46,fexofenadine 40mg,2
Cetds 1000,Lupin,Montelukast (200 mg),10 capsules,249.99,montelukast 200mg,11
Omeforte 1000,Cipla,metoprolol 5 mg,15 tablets,435.81,metoprolol 5mg,3
Augsr 1000,Sun Pharma,DOXYCYCLINE-400mg,6 tablets,525.85,doxycycline 400mg,16
Metod 1000,Wockhardt,PANTOPRAZOLE-1000mg,30 tablets,243.42,pantoprazole 1000mg,18
Pansr 1000,Novartis India,Ondansetron 250 mg,10 capsules,56.65,ondansetron 250mg,13
Augsr 1000,Sanofi India,methylcobalamin(10mg),10 tablets,227.23,methylcobalamin 10mg,15
Cetforte 500,Intas Pharma,Telmisartan (100mg),10 capsules,405.93,telmisartan 100mg,10
Dolood 10,Abbott India,gabapentin(40mg),10 capsules,169.09,gabapentin 40mg,0
Doloforte 1000,GSK India,Levothyroxine (200 mg),10 tablets,437.37,levothyroxine 200mg,6
Augsr 250,Wockhardt,DOXYCYCLINE-100mg,10 capsules,207.08,doxycycline 100mg,18
Clavcin 10,Torrent Pharma,metoprolol(250mg),5 ml,247.71,metoprolol 250mg,17
Augsr 250,Hetero Drugs,AZITHROMYCIN-500mg,10 capsules,596.51,azithromycin 500mg,8
Metplus 20,Pfizer India,Clopidogrel 200 mg,5 ml,576.88,clopidogrel 200mg,14
Doloforte 10,Zydus Cadila,Losartan 400  mg,15 tablets,577.46,losartan 400mg,19
Omexr 20,GSK India,ciprofloxacin 250 mg,30 tablets,202.65,ciprofloxacin 250mg,6
Augforte 20,Dabur Pharma,Vitamin d3 500  mg,30 tablets,65.85,vitamin d3 500mg,4
Cetsol 500,Alkem Labs,Clonazepam (200mg),1 bottle,447.06,clonazepam 200mg,1
Augtab 1000,Intas Pharma,Montelukast (20 mg),10 tablets,245.06,montelukast 20mg,10
Metplus 250,Himalaya,Cetirizine 200 mg,1 bottle,337.13,cetirizine 200mg,9
Clavplus 20,Aurobindo Pharma,Cetirizine (20 mg),1 bottle,27.8,cetirizine 20mg,2
Omexr 40,Glenmark,ranitidine 5 mg,6 tablets,100.41,ranitidine 5mg,7
Brusol 1000,Wockhardt,aspirin(400 mg),1 bottle,598.94,aspirin 400mg,18
Brucin 10,Sanofi India,aspirin 500 mg,10 capsules,42.21,aspirin 500mg,15
Dolotab 500,Alkem Labs,Doxycycline (200mg),15 tablets,370.36,doxycycline 200mg,1
Amoxod 500,Mankind Pharma,calcium carbonate 20 mg,1 bottle,263.87,calcium carbonate 20mg,12
Omeplus 20,Wockhardt,levothyroxine(40 mg),1 bottle,578.25,levothyroxine 40mg,18
Doloxr 1000,Abbott India,Paracetamol 500 mg,5 ml,339.95,paracetamol 500mg,0
Brusol 40,Mankind Pharma,alprazolam 40mg,6 tablets,286.76,alprazolam 40mg,12
Bruod 250,Sanofi India,atorvastatin(20mg),1 bottle,60.37,atorvastatin 20mg,15
Cetforte 500,Torrent Pharma,Domperidone (40mg),6 tablets,484.62,domperidone 40mg,17
Dolood 1000,Zydus Cadila,fluoxetine(400 mg),5 ml,241.43,fluoxetine 400mg,19
Metcap 1000,Hetero Drugs,Losartan 200 mg,6 tablets,414.37,losartan 200mg,8
Azeeforte 250,Lupin,atorvastatin(10mg),5 ml,134.59,atorvastatin 10mg,11
Azeeds 250,Cipla,IBUPROFEN-250mg,15 tablets,416.49,ibuprofen 250mg,3
Amoxsr 250,Lupin,fexofenadine 5 mg,10 capsules,162.02,fexofenadine 5mg,11
Metforte 1000,Abbott India,atorvastatin(200mg),15 tablets,585.07,atorvastatin 200mg,0
Pansol 250,Alkem Labs,diclofenac(40mg),1 bottle,308.83,diclofenac 40mg,1
Clavcin 10,Cipla,Glimepiride 20  mg,6 tablets,399.55,glimepiride 20mg,3
Clavforte 250,Aurobindo Pharma,Gabapentin 400 mg,15 tablets,294.04,gabapentin 400mg,2
Cetcin 1000,Lupin,ATORVASTATIN-10mg,1 bottle,331.0,atorvastatin 10mg,11
Clavsol 250,Sanofi India,Metformin (100mg),1 bottle,141.9,metformin 100mg,15
Brusr 1000,Torrent Pharma,Montelukast 250  mg,10 capsules,72.64,montelukast 250mg,17
Amoxod 250,Sun Pharma,levothyroxine(400mg),1 bottle,579.43,levothyroxine 400mg,16
Omeod 10,Zydus Cadila,paracetamol 400mg,30 tablets,412.14,paracetamol 400mg,19
Omeod 500,Glenmark,Telmisartan (40mg),15 tablets,385.47,telmisartan 40mg,7
Pancap 20,Torrent Pharma,alprazolam 20 mg,10 capsules,145.29,alprazolam 20mg,17
Clavtab 250,Alkem Labs,ciprofloxacin 5 mg,6 tablets,249.69,ciprofloxacin 5mg,1
Amoxxr 20,Intas Pharma,Levothyroxine 1000 mg,30 tablets,136.86,levothyroxine 1000mg,10
Omecap 20,Intas Pharma,Ibuprofen (40mg),10 tablets,152.77,ibuprofen 40mg,10
Pansol 1000,Himalaya,Alprazolam 200  mg,10 capsules,486.35,alprazolam 200mg,9
Pansol 250,GSK India,Fluoxetine (40 mg),6 tablets,212.48,fluoxetine 40mg,6
Brucin 1000,Zydus Cadila,Methylcobalamin (100mg),30 tablets,63.19,methylcobalamin 100mg,19
Metsr 10,Glenmark,ciprofloxacin(400 mg),15 tablets,338.7,ciprofloxacin 400mg,7
Pancin 10,Wockhardt,Ondansetron 20  mg,5 ml,173.65,ondansetron 20mg,18
Augsol 250,Dr Reddy,VITAMIN D3-20mg,6 tablets,142.77,vitamin d3 20mg,5
Dolotab 250,GSK India,levocetirizine 20 mg,30 tablets,186.9,levocetirizine 20mg,6
Augod 20,GSK India,CLOPIDOGREL-100mg,10 tablets,535.47,clopidogrel 100mg,6
Omecin 10,Lupin,Montelukast 40  mg,10 tablets,572.39,montelukast 40mg,11
Dolosr 500,Hetero Drugs,diclofenac 500 mg,1 bottle,310.95,diclofenac 500mg,8
Doloxr 250,Sanofi India,Alprazolam 200 mg,5 ml,506.97,alprazolam 200mg,15
Azeecap 10,Dr Reddy,Calcium carbonate 40 mg,15 tablets,470.82,calcium carbonate 40mg,5
Dolosr 250,Pfizer India,Diclofenac 20  mg,10 capsules,456.07,diclofenac 20mg,14
Augod 500,Abbott India,Levocetirizine 20 mg,1 bottle,528.57,levocetirizine 20mg,0
Metforte 250,Pfizer India,Atorvastatin (1000mg),5 ml,84.97,atorvastatin 1000mg,14
Metcap 500,Mankind Pharma,amoxicillin(10 mg),30 tablets,122.01,amoxicillin 10mg,12
Amoxplus 10,Himalaya,metoprolol(5mg),15 tablets,21.35,metoprolol 5mg,9
Metcin 10,Torrent Pharma,ibuprofen(1000 mg),6 tablets,370.29,ibuprofen 1000mg,17
Cetod 1000,Glenmark,Diclofenac 400  mg,5 ml,61.48,diclofenac 400mg,7
Azeeds 1000,Torrent Pharma,Metformin 500 mg,30 tablets,178.06,metformin 500mg,17
Azeecin 1000,Himalaya,Aspirin (10mg),6 tablets,106.7,aspirin 10mg,9
Augxr 1000,Glenmark,Metoprolol (5 mg),15 tablets,582.61,metoprolol 5mg,7
Augds 10,Novartis India,Sertraline 400  mg,10 capsules,24.23,sertraline 400mg,13
Omesr 250,Lupin,VITAMIN D3-20mg,15 tablets,541.96,vitamin d3 20mg,11
Clavod 40,Wockhardt,Levothyroxine 400  mg,15 tablets,85.98,levothyroxine 400mg,18
Omeplus 500,GSK India,sertraline(40mg),15 tablets,484.89,sertraline 40mg,6
Clavxr 1000,GSK India,Ranitidine (200 mg),6 tablets,185.85,ranitidine 200mg,6
Augcin 250,Sanofi India,ranitidine(400 mg),10 tablets,199.92,ranitidine 400mg,15
Pancap 40,Dr Reddy,fluoxetine 100mg,15 tablets,102.25,fluoxetine 100mg,5
Amoxtab 10,Intas Pharma,omeprazole 40 mg,30 tablets,171.05,omeprazole 40mg,10
Clavsr 1000,Aurobindo Pharma,CETIRIZINE-500mg,6 tablets,171.26,cetirizine 500mg,2
Doloplus 40,Novartis India,Ondansetron 500 mg,5 ml,329.37,ondansetron 500mg,13
Cetsol 40,Sanofi India,paracetamol 200 mg,1 bottle,336.79,paracetamol 200mg,15
Amoxforte 10,Dr Reddy,Paracetamol (10 mg),5 ml,586.87,paracetamol 10mg,5
Pantab 20,Himalaya,Amlodipine (500 mg),15 tablets,99.6,amlodipine 500mg,9
Panplus 20,Himalaya,ASPIRIN-400mg,1 bottle,391.29,aspirin 400mg,9
Dolods 40,Himalaya,CLOPIDOGREL-5mg,10 tablets,545.86,clopidogrel 5mg,9
Augtab 1000,Dabur Pharma,ATORVASTATIN-10mg,6 tablets,364.11,atorvastatin 10mg,4
Omeplus 500,Intas Pharma,Tramadol 250  mg,6 tablets,185.02,tramadol 250mg,10
Dolood 250,Aurobindo Pharma,VITAMIN D3-10mg,15 tablets,314.14,vitamin d3 10mg,2
Augsol 40,GSK India,ranitidine(100mg),6 tablets,265.07,ranitidine 100mg,6
Doloplus 20,Intas Pharma,LOSARTAN-100mg,15 tablets,538.87,losartan 100mg,10
Bruplus 500,Lupin,Rabeprazole 500  mg,30 tablets,537.44,rabeprazole 500mg,11
Azeecin 40,Abbott India,Pantoprazole (200 mg),30 tablets,183.72,pantoprazole 200mg,0
Amoxcin 20,Cipla,Levocetirizine (500mg),10 capsules,46.96,levocetirizine 500mg,3
Bruxr 40,Intas Pharma,SERTRALINE-10mg,15 tablets,469.29,sertraline 10mg,10
Metxr 20,Zydus Cadila,esomeprazole(200mg),10 tablets,144.71,esomeprazole 200mg,19
Augsol 250,Glenmark,Telmisartan (500mg),15 tablets,566.98,telmisartan 500mg,7
Augforte 10,Dr Reddy,ranitidine 1000 mg,30 tablets,346.37,ranitidine 1000mg,5
Metsol 1000,Zydus Cadila,atorvastatin 5 mg,10 capsules,369.61,atorvastatin 5mg,19
Metforte 20,Himalaya,MONTELUKAST-40mg,10 capsules,255.02,montelukast 40mg,9
Clavcin 500,Abbott India,sertraline 1000mg,5 ml,106.37,sertraline 1000mg,0
Augxr 250,Intas Pharma,Amoxicillin 500 mg,5 ml,519.88,amoxicillin 500mg,10
Clavsr 20,Lupin,GLIMEPIRIDE-40mg,1 bottle,93.02,glimepiride 40mg,11
Metod 500,Torrent Pharma,fexofenadine 20 mg,10 capsules,189.02,fexofenadine 20mg,17
Metod 500,Glenmark,vitamin d3 250mg,5 ml,476.38,vitamin d3 250mg,7
Metcin 500,Glenmark,sertraline 400mg,15 tablets,591.57,sertraline 400mg,7
Panod 20,GSK India,ranitidine 20mg,30 tablets,229.59,ranitidine 20mg,6
Dolotab 10,Hetero Drugs,METFORMIN-400mg,10 tablets,36.53,metformin 400mg,8
Cetplus 1000,Torrent Pharma,Vitamin D3 (200mg),15 tablets,240.82,vitamin d3 200mg,17
Metforte 250,Himalaya,Fluoxetine (5 mg),10 tablets,214.78,fluoxetine 5mg,9
Augtab 1000,Dabur Pharma,Montelukast (200mg),6 tablets,417.67,montelukast 200mg,4
Metcap 20,Wockhardt,Fluoxetine 10 mg,5 ml,382.03,fluoxetine 10mg,18
Brucap 250,Lupin,Aspirin 250 mg,6 tablets,405.44,aspirin 250mg,11
Pansr 10,Zydus Cadila,fexofenadine 400mg,10 tablets,564.21,fexofenadine 400mg,19
Bruds 1000,Novartis India,metformin(250 mg),6 tablets,403.25,metformin 250mg,13
Omecin 40,Wockhardt,amoxicillin 1000mg,6 tablets,136.2,amoxicillin 1000mg,18
Clavsol 250,Lupin,clonazepam(5 mg),10 capsules,174.38,clonazepam 5mg,11
Omexr 20,Novartis India,AZITHROMYCIN-1000mg,10 capsules,288.09,azithromycin 1000mg,13
Dolocin 40,Dabur Pharma,Clonazepam 500  mg,10 tablets,358.0,clonazepam 500mg,4
Cetds 250,Aurobindo Pharma,PREGABALIN-400mg,1 bottle,15.12,pregabalin 400mg,2
Amoxsr 500,Lupin,pantoprazole(250mg),6 tablets,382.31,pantoprazole 250mg,11
Pands 500,Sanofi India,Glimepiride 250 mg,15 tablets,37.43,glimepiride 250mg,15
Amoxforte 1000,Hetero Drugs,clonazepam(200 mg),10 tablets,367.68,clonazepam 200mg,8
Clavcin 10,GSK India,Omeprazole 200 mg,30 tablets,232.32,omeprazole 200mg,6
Augtab 250,Glenmark,esomeprazole(1000mg),5 ml,259.59,esomeprazole 1000mg,7
Mettab 20,Alkem Labs,Calcium carbonate 500  mg,30 tablets,36.9,calcium carbonate 500mg,1
Dolods 1000,Cipla,Vitamin D3 (20mg),15 tablets,261.69,vitamin d3 20mg,3
Mettab 10,Abbott India,Sertraline 40  mg,10 tablets,301.12,sertraline 40mg,0
Azeesr 40,Hetero Drugs,Pantoprazole (10 mg),30 tablets,98.99,pantoprazole 10mg,8
Dolocin 40,Intas Pharma,metformin 20mg,30 tablets,42.22,metformin 20mg,10
Azeesol 20,Himalaya,Amoxicillin (5 mg),10 capsules,509.21,amoxicillin 5mg,9
Brutab 10,Zydus Cadila,Clonazepam 5  mg,30 tablets,135.02,clonazepam 5mg,19
Pancin 250,Abbott India,glimepiride(400mg),5 ml,351.52,glimepiride 400mg,0
Augplus 250,Abbott India,zinc sulphate(100mg),10 tablets,267.11,zinc sulphate 100mg,0
Brucap 20,Wockhardt,levocetirizine 250 mg,5 ml,374.56,levocetirizine 250mg,18
Metplus 250,Cipla,PANTOPRAZOLE-20mg,15 tablets,228.39,pantoprazole 20mg,3
Dolods 20,Dr Reddy,cetirizine 40mg,6 tablets,444.05,cetirizine 40mg,5
Omexr 10,Sun Pharma,clonazepam(40mg),30 tablets,263.36,clonazepam 40mg,16
Azeeds 1000,Zydus Cadila,ranitidine(5mg),1 bottle,464.62,ranitidine 5mg,19
Omeforte 500,Alkem Labs,Vitamin d3 400  mg,1 bottle,288.39,vitamin d3 400mg,1
Cetcap 1000,Zydus Cadila,glimepiride 100mg,10 tablets,418.9,glimepiride 100mg,19
Augsol 10,Abbott India,Ondansetron (5mg),5 ml,53.47,ondansetron 5mg,0
Cetxr 40,Cipla,atorvastatin(10mg),6 tablets,233.34,atorvastatin 10mg,3
Ometab 20,Himalaya,tramadol(1000mg),5 ml,484.11,tramadol 1000mg,9
Azeeds 40,GSK India,rabeprazole 20mg,1 bottle,468.02,rabeprazole 20mg,6
Mettab 20,Torrent Pharma,Ciprofloxacin (200mg),10 tablets,69.36,ciprofloxacin 200mg,17
Omesol 500,Sun Pharma,pregabalin 10mg,30 tablets,194.4,pregabalin 10mg,16
Azeeforte 10,Pfizer India,paracetamol 100mg,10 tablets,8.81,paracetamol 100mg,14
Dolosr 500,Aurobindo Pharma,cetirizine 200mg,30 tablets,568.25,cetirizine 200mg,2
Amoxcin 500,Pfizer India,Sertraline (200mg),6 tablets,135.16,sertraline 200mg,14
Panod 500,Sanofi India,losartan(200 mg),1 bottle,154.18,losartan 200mg,15
Bruplus 250,Mankind Pharma,Zinc Sulphate (100mg),5 ml,10.55,zinc sulphate 100mg,12
Azeecin 1000,Abbott India,fexofenadine 20 mg,10 tablets,297.43,fexofenadine 20mg,0
Bruforte 1000,Novartis India,Amoxicillin (1000mg),10 capsules,248.95,amoxicillin 1000mg,13
Panplus 10,Intas Pharma,Ondansetron 500 mg,10 tablets,180.03,ondansetron 500mg,10
Azeeod 1000,Himalaya,Montelukast 400  mg,5 ml,309.19,montelukast 400mg,9
Augsr 250,Sun Pharma,Aspirin (1000 mg),10 tablets,454.07,aspirin 1000mg,16
Clavsol 500,Himalaya,ciprofloxacin 40 mg,30 tablets,491.0,ciprofloxacin 40mg,9
Doloforte 20,Intas Pharma,omeprazole 200mg,10 tablets,258.34,omeprazole 200mg,10
Doloforte 500,Wockhardt,clonazepam(100mg),6 tablets,143.46,clonazepam 100mg,18
Pancin 1000,Hetero Drugs,IBUPROFEN-5mg,15 tablets,373.38,ibuprofen 5mg,8
Brutab 40,Alkem Labs,rabeprazole 1000 mg,6 tablets,371.15,rabeprazole 1000mg,1
Amoxxr 40,Himalaya,CETIRIZINE-20mg,5 ml,548.52,cetirizine 20mg,9
Azeexr 1000,Hetero Drugs,metoprolol(5mg),5 ml,582.09,metoprolol 5mg,8
Omeplus 40,Pfizer India,sertraline(1000 mg),6 tablets,54.32,sertraline 1000mg,14
Brusr 250,GSK India,Methylcobalamin (5mg),10 capsules,262.81,methylcobalamin 5mg,6
Clavcap 250,Glenmark,CETIRIZINE-40mg,1 bottle,529.46,cetirizine 40mg,7
Metforte 1000,Novartis India,ibuprofen(1000 mg),10 capsules,240.74,ibuprofen 1000mg,13
Doloforte 10,Lupin,Gabapentin (20 mg),30 tablets,10.9,gabapentin 20mg,11
Omeds 10,GSK India,ASPIRIN-200mg,6 tablets,243.34,aspirin 200mg,6
Panforte 250,Dabur Pharma,ESOMEPRAZOLE-250mg,5 ml,375.71,esomeprazole 250mg,4
Pantab 1000,Lupin,Paracetamol (500mg),6 tablets,259.09,paracetamol 500mg,11
Amoxod 40,Torrent Pharma,tramadol(5mg),5 ml,312.45,tramadol 5mg,17
Cetsol 20,Novartis India,Ciprofloxacin (250mg),10 capsules,513.39,ciprofloxacin 250mg,13
Cetsol 40,Aurobindo Pharma,methylcobalamin(500mg),1 bottle,559.84,methylcobalamin 500mg,2
Augsol 40,GSK India,Losartan (5 mg),6 tablets,595.18,losartan 5mg,6
Amoxtab 10,Aurobindo Pharma,doxycycline(1000mg),5 ml,235.57,doxycycline 1000mg,2
Amoxtab 40,Alkem Labs,CIPROFLOXACIN-250mg,1 bottle,379.65,ciprofloxacin 250mg,1
Brusr 10,Himalaya,domperidone(250 mg),10 tablets,170.16,domperidone 250mg,9
Cetforte 500,Abbott India,methylcobalamin(1000mg),6 tablets,474.73,methylcobalamin 1000mg,0
Clavsol 10,Mankind Pharma,Ondansetron (20 mg),1 bottle,353.24,ondansetron 20mg,12
Clavxr 1000,Glenmark,LEVOTHYROXINE-40mg,15 tablets,160.82,levothyroxine 40mg,7
Ometab 250,Wockhardt,aspirin(10 mg),10 capsules,190.99,aspirin 10mg,18
Azeecin 1000,Dabur Pharma,Fexofenadine (200mg),6 tablets,340.66,fexofenadine 200mg,4
Brucap 10,Cipla,levothyroxine(500 mg),5 ml,322.14,levothyroxine 500mg,3
Amoxxr 500,Zydus Cadila,Rosuvastatin (200 mg),10 tablets,285.03,rosuvastatin 200mg,19
Clavsr 10,Dabur Pharma,zinc sulphate 250 mg,10 capsules,463.58,zinc sulphate 250mg,4
Clavforte 1000,Hetero Drugs,methylcobalamin(5mg),1 bottle,47.93,methylcobalamin 5mg,8
Omesr 40,Dr Reddy,losartan 20 mg,10 tablets,136.21,losartan 20mg,5
Doloxr 40,Wockhardt,paracetamol(5mg),15 tablets,282.11,paracetamol 5mg,18
Metcin 250,Mankind Pharma,esomeprazole 400 mg,15 tablets,329.48,esomeprazole 400mg,12
Amoxds 500,Himalaya,AMOXICILLIN-5mg,15 tablets,310.68,amoxicillin 5mg,9
Azeeds 500,GSK India,Pantoprazole (10mg),6 tablets,57.27,pantoprazole 10mg,6
Cetds 10,Novartis India,Zinc Sulphate (20 mg),30 tablets,158.0,zinc sulphate 20mg,13
Metxr 1000,Wockhardt,pantoprazole(40 mg),5 ml,47.2,pantoprazole 40mg,18
Dolotab 250,Sun Pharma,Rosuvastatin (250 mg),10 tablets,311.85,rosuvastatin 250mg,16
Pancap 40,Abbott India,DICLOFENAC-20mg,30 tablets,395.28,diclofenac 20mg,0
Augforte 500,Torrent Pharma,DOMPERIDONE-200mg,15 tablets,347.99,domperidone 200mg,17
Bruxr 500,Dabur Pharma,Metoprolol (400 mg),10 tablets,81.39,metoprolol 400mg,4
Pantab 1000,Glenmark,gabapentin 100mg,10 capsules,439.49,gabapentin 100mg,7
Brutab 40,Himalaya,ibuprofen(10 mg),6 tablets,433.55,ibuprofen 10mg,9
Metcap 500,Mankind Pharma,pantoprazole 250 mg,6 tablets,399.11,pantoprazole 250mg,12
Augplus 500,Alkem Labs,levothyroxine(5 mg),1 bottle,215.11,levothyroxine 5mg,1
Metod 1000,Mankind Pharma,Montelukast 40  mg,30 tablets,35.66,montelukast 40mg,12
Brucap 10,Glenmark,clopidogrel 40mg,10 capsules,271.63,clopidogrel 40mg,7
Amoxds 20,Dr Reddy,ONDANSETRON-500mg,1 bottle,19.06,ondansetron 500mg,5
Clavsr 250,Sun Pharma,rosuvastatin(400 mg),6 tablets,503.37,rosuvastatin 400mg,16
Doloforte 40,Dabur Pharma,MONTELUKAST-20mg,15 tablets,462.76,montelukast 20mg,4
Brusr 1000,Hetero Drugs,ranitidine 500mg,10 capsules,271.39,ranitidine 500mg,8
Azeesol 250,Pfizer India,OMEPRAZOLE-10mg,10 capsules,427.52,omeprazole 10mg,14
Ometab 10,Glenmark,metoprolol 20 mg,5 ml,8.33,metoprolol 20mg,7
Omeforte 40,Pfizer India,rosuvastatin(5 mg),10 tablets,557.59,rosuvastatin 5mg,14
Brucin 250,Sanofi India,Doxycycline 5 mg,10 capsules,549.92,doxycycline 5mg,15
Clavod 40,Himalaya,atorvastatin(20mg),10 capsules,142.55,atorvastatin 20mg,9
Metod 20,Lupin,Telmisartan (1000 mg),6 tablets,455.02,telmisartan 1000mg,11
Doloxr 250,Lupin,Calcium carbonate 20 mg,6 tablets,548.12,calcium carbonate 20mg,11
Dolocap 20,Sanofi India,clonazepam(40 mg),6 tablets,224.37,clonazepam 40mg,15
Omeds 1000,Sanofi India,Zinc sulphate 5  mg,6 tablets,467.36,zinc sulphate 5mg,15
Pansr 500,Sun Pharma,aspirin(500mg),6 tablets,301.89,aspirin 500mg,16
Amoxplus 1000,Glenmark,zinc sulphate 100mg,1 bottle,73.31,zinc sulphate 100mg,7
Doloplus 40,Zydus Cadila,Vitamin d3 40 mg,1 bottle,145.5,vitamin d3 40mg,19
Amoxsol 1000,Sun Pharma,Methylcobalamin 10 mg,5 ml,351.21,methylcobalamin 10mg,16
Pansr 20,Himalaya,zinc sulphate 5 mg,6 tablets,424.79,zinc sulphate 5mg,9
Metsr 1000,Sanofi India,Alprazolam 250  mg,5 ml,254.65,alprazolam 250mg,15
Metplus 40,Intas Pharma,rabeprazole(40 mg),5 ml,31.05,rabeprazole 40mg,10
Brutab 40,Pfizer India,Metformin (20 mg),1 bottle,385.0,metformin 20mg,14
Bruod 500,Novartis India,paracetamol(40 mg),15 tablets,95.98,paracetamol 40mg,13
Bruod 20,Abbott India,Levothyroxine (100mg),15 tablets,365.58,levothyroxine 100mg,0
Cetxr 1000,Dr Reddy,AMOXICILLIN-40mg,5 ml,123.78,amoxicillin 40mg,5
Cetplus 20,Dabur Pharma,clopidogrel 10mg,1 bottle,416.46,clopidogrel 10mg,4
Augcin 500,Hetero Drugs,aspirin 500 mg,30 tablets,29.75,aspirin 500mg,8
Dolood 1000,Intas Pharma,Atorvastatin 5 mg,30 tablets,481.2,atorvastatin 5mg,10
Clavtab 40,Himalaya,pantoprazole(10mg),15 tablets,95.31,pantoprazole 10mg,9
Brutab 500,Sun Pharma,paracetamol 10 mg,1 bottle,107.97,paracetamol 10mg,16
Dolood 1000,Glenmark,losartan 500 mg,5 ml,38.22,losartan 500mg,7
Augds 20,GSK India,Clopidogrel (10 mg),1 bottle,482.79,clopidogrel 10mg,6
Metod 40,Wockhardt,Ciprofloxacin 20 mg,5 ml,363.56,ciprofloxacin 20mg,18
Metxr 20,Mankind Pharma,amoxicillin(250mg),6 tablets,231.2,amoxicillin 250mg,12
Cetcap 250,Sun Pharma,metoprolol(10 mg),15 tablets,342.03,metoprolol 10mg,16
Pansol 20,Mankind Pharma,Atorvastatin (250 mg),10 tablets,510.22,atorvastatin 250mg,12
Omexr 500,GSK India,tramadol(10 mg),15 tablets,439.04,tramadol 10mg,6
Clavcap 20,Dr Reddy,aspirin(400mg),6 tablets,552.56,aspirin 400mg,5
Augtab 500,Abbott India,azithromycin 250mg,10 tablets,110.62,azithromycin 250mg,0
Augsr 40,Sanofi India,PREGABALIN-20mg,15 tablets,173.6,pregabalin 20mg,15
Azeeds 10,GSK India,glimepiride 400 mg,6 tablets,475.26,glimepiride 400mg,6
Azeecin 250,Zydus Cadila,METFORMIN-1000mg,15 tablets,588.66,metformin 1000mg,19
Bruforte 20,Torrent Pharma,pregabalin 500mg,1 bottle,351.12,pregabalin 500mg,17
Panxr 1000,Himalaya,Fluoxetine (10 mg),1 bottle,268.46,fluoxetine 10mg,9
Augds 10,Pfizer India,clopidogrel 40mg,15 tablets,419.37,clopidogrel 40mg,14
Clavplus 10,Pfizer India,Gabapentin (200mg),10 tablets,196.3,gabapentin 200mg,14
